periodo;codigo_serie;perfil;cliente_id;Grupo;periodo_ponderacion;ponderador_mes;yhat_cliente;li_cliente;ls_cliente;submodelo;version_param;clasificacion_serie;nivel_agregacion;precio_base;precio_ajustado;monto_yhat;monto_li;monto_ls;months_diff
2026-07;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2983;SI.PRO.SA;2025-07;0,031847;50;0;101;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2971;SI.PRO.SA;2025-08;0,3;469;0;938;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2972;SI.PRO.SA;2025-08;0,609091;953;0;1905;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-08;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2983;SI.PRO.SA;2025-08;0,090909;142;0;284;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2971;SI.PRO.SA;2025-09;0,191176;296;0;592;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2972;SI.PRO.SA;2025-09;0,735294;1138;0;2276;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2983;SI.PRO.SA;2025-09;0,073529;114;0;228;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2971;SI.PRO.SA;2025-10;0,177215;272;0;544;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2972;SI.PRO.SA;2025-10;0,696203;1069;0;2139;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2983;SI.PRO.SA;2025-10;0,126582;194;0;389;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;14105;MUN. SAN ISIDRO;2025-11;0,496894;758;0;1516;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-11;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2972;SI.PRO.SA;2025-11;0,478261;729;0;1459;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-11;PAÑAL BEBE PREMATURO NATURAL CARE;IPU;2983;SI.PRO.SA;2025-11;0,024845;38;0;76;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-08;PAÑAL BEBE PREMATURO NATURAL CARE;OES;10829;CUENCA ALTA;2025-08;1,0;45;0;90;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;PAÑAL BEBE PREMATURO NATURAL CARE;OES;10829;CUENCA ALTA;2025-09;1,0;45;0;90;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-12;PAÑAL BEBE PREMATURO NATURAL CARE;OES;10829;CUENCA ALTA;2025-12;1,0;45;0;90;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-04;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;13947;SOL NACIENTE;2025-04;0,047619;17;0;33;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-04;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;7986;CIENTIFICA;2025-04;0,952381;333;0;667;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;6587;SIN GRUPO;2025-05;1,0;350;0;700;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-06;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;7986;CIENTIFICA;2025-06;1,0;350;0;700;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-07;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;13947;SOL NACIENTE;2025-07;1,0;350;0;700;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;13947;SOL NACIENTE;2025-08;1,0;350;0;700;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-11;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;13947;SOL NACIENTE;2025-11;1,0;350;0;700;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";DRO;13947;SOL NACIENTE;2025-12;1,0;350;0;700;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-01;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;10813;SIN GRUPO;2025-01;0,017647;71;0;143;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-01;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;6777;OTAMENDI;2025-01;0,982353;3972;0;7943;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-02;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;6777;OTAMENDI;2025-02;1,0;4043;0;8086;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-03;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;7298;SIN GRUPO;2025-03;1,0;4043;0;8086;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-04;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;6421;SIN GRUPO;2025-04;1,0;4043;0;8086;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;7298;SIN GRUPO;2025-05;1,0;4043;0;8086;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-11;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPR;6280;SIN GRUPO;2025-11;1,0;4043;0;8086;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-01;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-01;1,0;924;0;1848;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-02;1,0;917;0;1834;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-03;1,0;911;0;1822;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-04;0,473684;429;0;858;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13565;SIN GRUPO;2025-04;0,526316;477;0;954;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-05;1,0;902;0;1804;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-06;1,0;898;0;1796;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-07;0,421053;377;0;754;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;8135;MUNICIPALIDAD DE ROSARIO;2025-07;0,578947;518;0;1036;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-08;1,0;892;0;1784;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-09;1,0;890;0;1780;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-10;1,0;888;0;1776;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-11;1,0;886;0;1772;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;"PAÑAL BEBE RECIEN NACIDO ""P"" PROTECT PLUS";IPU;13477;SOL NACIENTE;2025-12;1,0;885;0;1770;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7585;EURO PHARMA;2025-01;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-04;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7585;EURO PHARMA;2025-04;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7585;EURO PHARMA;2025-05;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-06;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7585;EURO PHARMA;2025-06;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;8190;SIN GRUPO;2025-08;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7517;DROGUERIA AVENIDA;2025-09;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7485;SIN GRUPO;2025-10;0,192308;98;0;196;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7517;DROGUERIA AVENIDA;2025-10;0,807692;412;0;824;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";DRO;7585;EURO PHARMA;2025-11;1,0;510;0;1020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-02;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6689;SIN GRUPO;2025-02;1,0;1628;0;3256;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-07;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6421;SIN GRUPO;2025-07;0,93617;1524;0;3048;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-07;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;7789;ASOCIACION ESPAÑOLA;2025-07;0,06383;104;0;208;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6689;SIN GRUPO;2025-08;0,725806;1182;0;2363;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6712;SIN GRUPO;2025-08;0,096774;158;0;315;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;7789;ASOCIACION ESPAÑOLA;2025-08;0,177419;289;0;578;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;2956;CORPORACION MEDICA;2025-09;0,056604;92;0;184;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6283;IMC SANATORIOS;2025-09;0,169811;276;0;553;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6689;SIN GRUPO;2025-09;0,679245;1106;0;2212;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;7789;ASOCIACION ESPAÑOLA;2025-09;0,09434;154;0;307;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6689;SIN GRUPO;2025-10;0,335968;547;0;1094;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6777;OTAMENDI;2025-10;0,233202;380;0;759;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6920;SIN GRUPO;2025-10;0,407115;663;0;1326;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;7789;ASOCIACION ESPAÑOLA;2025-10;0,023715;39;0;77;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;1776;CEMIC;2025-11;0,196078;319;0;638;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;2111;HOSPITAL ITALIANO;2025-11;0,03268;53;0;106;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;2956;CORPORACION MEDICA;2025-11;0,019608;32;0;64;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6187;HOSPITAL GALENO;2025-11;0,196078;319;0;638;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6232;HOSPITAL GALENO;2025-11;0,19281;314;0;628;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6689;SIN GRUPO;2025-11;0,294118;479;0;958;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6712;SIN GRUPO;2025-11;0,04902;80;0;160;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;7789;ASOCIACION ESPAÑOLA;2025-11;0,019608;32;0;64;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6180;HOSPITAL GALENO;2025-12;0,307692;501;0;1002;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-12;"PAÑAL BEBE RECIEN NACIDO ""RN"" FLEXI COMFORT";IPR;6283;IMC SANATORIOS;2025-12;0,692308;1127;0;2254;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";DRO;12857;SIN GRUPO;2025-08;1,0;255;0;510;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";DRO;243097;SIN GRUPO;2025-11;1,0;255;0;510;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";DRO;6587;SIN GRUPO;2025-12;1,0;255;0;510;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-01;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6187;HOSPITAL GALENO;2025-01;0,674157;8676;0;17353;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-01;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6232;HOSPITAL GALENO;2025-01;0,325843;4194;0;8387;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-07;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;1776;CEMIC;2025-07;1,0;12870;0;25740;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6180;HOSPITAL GALENO;2025-08;0,079832;1027;0;2055;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6187;HOSPITAL GALENO;2025-08;0,201681;2596;0;5191;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6232;HOSPITAL GALENO;2025-08;0,123529;1590;0;3180;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-08;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6777;OTAMENDI;2025-08;0,594958;7657;0;15314;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;1776;CEMIC;2025-09;0,107537;1384;0;2768;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;4458;HOSPITAL GALENO;2025-09;0,033088;426;0;852;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6180;HOSPITAL GALENO;2025-09;0,066176;852;0;1703;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6187;HOSPITAL GALENO;2025-09;0,055147;710;0;1419;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6232;HOSPITAL GALENO;2025-09;0,284007;3655;0;7310;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6421;SIN GRUPO;2025-09;0,020221;260;0;520;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-09;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6777;OTAMENDI;2025-09;0,433824;5583;0;11167;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;1776;CEMIC;2025-10;0,051458;662;0;1325;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;4458;HOSPITAL GALENO;2025-10;0,19554;2517;0;5033;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6180;HOSPITAL GALENO;2025-10;0,082333;1060;0;2119;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6187;HOSPITAL GALENO;2025-10;0,17267;2222;0;4445;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6232;HOSPITAL GALENO;2025-10;0,067467;868;0;1737;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6777;OTAMENDI;2025-10;0,404803;5210;0;10420;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-10;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;7298;SIN GRUPO;2025-10;0,025729;331;0;662;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;8
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6180;HOSPITAL GALENO;2025-11;0,019355;249;0;498;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6232;HOSPITAL GALENO;2025-11;0,021505;277;0;554;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-11;"PAÑAL BEBE RECIEN NACIDO ""RN"" NATURAL CARE";IPR;6777;OTAMENDI;2025-11;0,95914;12344;0;24688;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
