codigo_serie;nivel_agregacion;perfil;Neg;Subneg;Familia;submodelo;clasificacion_serie;motivo;pos_12;zero_12;pos_rate_12;racha_zeros_final;periodo_eval_ini;periodo_eval_fin;periodo_panel_max
GEL BASE NEUTRO X 1 KG;FAMILIA;DPM;4;4;GEL BASE NEUTRO X 1 KG;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 1 KG;FAMILIA;OES;4;4;GEL BASE NEUTRO X 1 KG;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 1/2 KG;FAMILIA;DRO;4;4;GEL BASE NEUTRO X 1/2 KG;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 1/2 KG;FAMILIA;IPU;4;4;GEL BASE NEUTRO X 1/2 KG;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 3KG;FAMILIA;IPU;4;4;GEL BASE NEUTRO X  3KG;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 5 KG;FAMILIA;DPM;4;4;GEL BASE NEUTRO X 5 KG;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 5 KG;FAMILIA;DRO;4;4;GEL BASE NEUTRO X 5 KG;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 5 KG;FAMILIA;IPU;4;4;GEL BASE NEUTRO X 5 KG;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GEL BASE NEUTRO X 5 KG;FAMILIA;SAN;4;4;GEL BASE NEUTRO X 5 KG;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
GEL CRIOGENO X 3 KG;FAMILIA;DRO;4;4;GEL CRIOGENO X 3 KG;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GEL HIDROCOL 89ML HYDROGELDEBRIDANTE(9252);FAMILIA;DRO;15;9;GEL HIDROCOL 89ML HYDROGELDEBRIDANTE(9252);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
GEL HIDROCOL 89ML HYDROGELDEBRIDANTE(9252);FAMILIA;IPU;15;9;GEL HIDROCOL 89ML HYDROGELDEBRIDANTE(9252);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
GEL HIDROCOL 89ML HYDROGELDEBRIDANTE(9252);FAMILIA;OES;15;9;GEL HIDROCOL 89ML HYDROGELDEBRIDANTE(9252);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
"GEL LIMP. DE HERIDAS PRONTOSAN ""WEST"" BOT.30ML";FAMILIA;DRO;4;7;"GEL LIMP. DE HERIDAS PRONTOSAN ""WEST"" BOT.30ML";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GEMFIBROZIL 600 MG COMP;FAMILIA;IPU;6;4;GEMFIBROZIL 600 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
GENERADOR RF COOLIEF 1.0 ADVANCED;FAMILIA;DRO;4;5;GENERADOR RF COOLIEF 1.0 ADVANCED;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GENTAMI. 0.1 G + MICO 2 G + BETAME 0.1 G X 20 GR CR;FAMILIA;DRO;6;12;GENTAMI. 0.1 G + MICO 2 G + BETAME 0.1 G X 20 GR CR;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
GENTAMI. 0.1 G + MICO 2 G + BETAME 0.1 G X 20 GR CR;FAMILIA;IPU;6;12;GENTAMI. 0.1 G + MICO 2 G + BETAME 0.1 G X 20 GR CR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
GENTAMICINA 20 MG X 1 ML AMP;FAMILIA;IPU;6;3;GENTAMICINA 20 MG X 1 ML AMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GENTAMICINA 80 MG X 2 ML AMP;FAMILIA;OSU;6;3;GENTAMICINA 80 MG X 2 ML AMP;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GLIBENCLAMIDA 5 MG COMP;FAMILIA;IPU;6;4;GLIBENCLAMIDA 5 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GLICERINA PURA 1000GR;FAMILIA;IPU;4;4;GLICERINA PURA 1000GR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GLICERINA PURA 100GR;FAMILIA;DRO;4;4;GLICERINA PURA  100GR;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
GLICERINA PURA 6000GR;FAMILIA;DRO;4;4;GLICERINA PURA 6000GR;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
GLICLAZIDA 60 MG COMP;FAMILIA;DRO;6;4;GLICLAZIDA 60 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GLICLAZIDA 60 MG COMP;FAMILIA;IPU;6;4;GLICLAZIDA 60 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
GLICLAZIDA 60 MG COMP;FAMILIA;OSP;6;4;GLICLAZIDA 60 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GLIMEPIRIDA 4 MG COMP;FAMILIA;IPU;6;4;GLIMEPIRIDA 4 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
GLUCOMAX NARANJA 82.5 GR GRANEL SOBRES;FAMILIA;IPU;6;4;GLUCOMAX NARANJA 82.5 GR GRANEL SOBRES;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
GLUCOSA PURA 1000GR (DISC);FAMILIA;IPU;4;4;GLUCOSA PURA 1000GR (DISC);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GLUCOSA PURA 75GR;FAMILIA;DRO;4;4;GLUCOSA PURA   75GR;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GLUCOSA PURA 75GR;FAMILIA;IPU;4;4;GLUCOSA PURA   75GR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GLUCOSA PURA 900 GRS;FAMILIA;DRO;4;4;GLUCOSA PURA 900 GRS;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
GN1025.J*-GLICOSORB®AC.POLIGLI.INCOL.3/0 1A DS25 70 CM BX*36;FAMILIA;IPU;4;1;GN1025.J*-GLICOSORB®AC.POLIGLI.INCOL.3/0 1A DS25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GORRO MASCARA CPAP NEONAT L VERDE BABYFLOW;FAMILIA;DRO;4;1;GORRO MASCARA CPAP NEONAT L  VERDE    BABYFLOW;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GORRO MASCARA CPAP NEONAT M ROJO BABYFLOW;FAMILIA;DRO;4;1;GORRO MASCARA CPAP NEONAT M  ROJO     BABYFLOW;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GORRO MASCARA CPAP NEONAT S AMARILLO BABYFLOW;FAMILIA;DRO;4;1;GORRO MASCARA CPAP NEONAT S  AMARILLO BABYFLOW;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
GORRO P/FRONTO 20GRS SPUNB;FAMILIA;DRO;4;1;GORRO P/FRONTO 20GRS SPUNB;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GORRO S/FRONTO 20GRS SPUNB;FAMILIA;DRO;4;1;GORRO S/FRONTO 20GRS SPUNB;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GORRO S/FRONTO 20GRS SPUNB;FAMILIA;IPR;4;1;GORRO S/FRONTO 20GRS SPUNB;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
GS0815.J*-GLICOSORB® AC. POLIGLIC. 5/0 1A HR25 70 CM BX*36;FAMILIA;IPU;4;1;GS0815.J*-GLICOSORB® AC. POLIGLIC. 5/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS0915.J*-GLICOSORB® AC. POLIGLIC. 4/0 1A HR25 70 CM BX*36;FAMILIA;IPU;4;1;GS0915.J*-GLICOSORB® AC. POLIGLIC. 4/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS0915.J*-GLICOSORB® AC. POLIGLIC. 4/0 1A HR25 70 CM BX*36;FAMILIA;OES;4;1;GS0915.J*-GLICOSORB® AC. POLIGLIC. 4/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GS1015.J*-GLICOSORB® AC. POLIGLIC. 3/0 1A HR25 70 CM BX*36;FAMILIA;DRO;4;1;GS1015.J*-GLICOSORB® AC. POLIGLIC. 3/0 1A HR25 70 CM BX*36;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1015.J*-GLICOSORB® AC. POLIGLIC. 3/0 1A HR25 70 CM BX*36;FAMILIA;IPU;4;1;GS1015.J*-GLICOSORB® AC. POLIGLIC. 3/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1015.J*-GLICOSORB® AC. POLIGLIC. 3/0 1A HR25 70 CM BX*36;FAMILIA;OES;4;1;GS1015.J*-GLICOSORB® AC. POLIGLIC. 3/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GS1115.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR25 70 CM BX*36;FAMILIA;DRO;4;1;GS1115.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR25 70 CM BX*36;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1115.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR25 70 CM BX*36;FAMILIA;IPU;4;1;GS1115.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1115.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR25 70 CM BX*36;FAMILIA;OES;4;1;GS1115.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GS1117.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR35 70 CM BX*36;FAMILIA;DRO;4;1;GS1117.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR35 70 CM BX*36;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1117.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR35 70 CM BX*36;FAMILIA;IPU;4;1;GS1117.J*-GLICOSORB® AC. POLIGLIC. 2/0 1A HR35 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GS1318.J*-GLICOSORB® AC. POLIGLIC. 0 1A HR40 70 CM BX*36;FAMILIA;DRO;4;1;GS1318.J*-GLICOSORB® AC. POLIGLIC. 0 1A HR40 70 CM BX*36;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1318.J*-GLICOSORB® AC. POLIGLIC. 0 1A HR40 70 CM BX*36;FAMILIA;IPU;4;1;GS1318.J*-GLICOSORB® AC. POLIGLIC. 0 1A HR40 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1318.J*-GLICOSORB® AC. POLIGLIC. 0 1A HR40 70 CM BX*36;FAMILIA;OES;4;1;GS1318.J*-GLICOSORB® AC. POLIGLIC. 0 1A HR40 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GS1415.J*-GLICOSORB® AC. POLIGLIC. 1 1A HR25 70 CM BX*36;FAMILIA;IPU;4;1;GS1415.J*-GLICOSORB® AC. POLIGLIC. 1 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GS1415.J*-GLICOSORB® AC. POLIGLIC. 1 1A HR25 70 CM BX*36;FAMILIA;OES;4;1;GS1415.J*-GLICOSORB® AC. POLIGLIC. 1 1A HR25 70 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GS1446.L*-GLICOSORB® AC. POLIGLIC. 1 1A HR50 90 CM BX*36;FAMILIA;IPU;4;1;GS1446.L*-GLICOSORB® AC. POLIGLIC. 1 1A HR50 90 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GS1446.L*-GLICOSORB® AC. POLIGLIC. 1 1A HR50 90 CM BX*36;FAMILIA;OES;4;1;GS1446.L*-GLICOSORB® AC. POLIGLIC. 1 1A HR50 90 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GS1576.K*-GLICOSORB® AC. POLIGLIC. 2 1A HR45 75 CM BX*36;FAMILIA;IPU;4;1;GS1576.K*-GLICOSORB® AC. POLIGLIC. 2 1A HR45 75 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP CHICO NEGRO;FAMILIA;SAN;4;1;GUANTE EXAMEN NITRILO SP CHICO NEGRO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP GRANDE NEGRO;FAMILIA;DRO;4;1;GUANTE EXAMEN NITRILO SP GRANDE NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP GRANDE NEGRO;FAMILIA;IPU;4;1;GUANTE EXAMEN NITRILO SP GRANDE NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP GRANDE NEGRO;FAMILIA;OES;4;1;GUANTE EXAMEN NITRILO SP GRANDE NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP GRANDE NEGRO;FAMILIA;SAN;4;1;GUANTE EXAMEN NITRILO SP GRANDE NEGRO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;FAMILIA;DPM;4;1;GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;FAMILIA;DRO;4;1;GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;FAMILIA;OES;4;1;GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;FAMILIA;OSP;4;1;GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;FAMILIA;SAN;4;1;GUANTE EXAMEN NITRILO SP MEDIANO NEGRO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE LATEX EST N6.5 SUPLIMED PLUS;FAMILIA;IPR;4;1;GUANTE LATEX EST N6.5 SUPLIMED PLUS;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTE LATEX EST N6.5 SUPLIMED PLUS;FAMILIA;IPU;4;1;GUANTE LATEX EST N6.5 SUPLIMED PLUS;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 6 PROTEXIS PI;FAMILIA;DRO;15;1;GUANTES CIRUG EST. POLISOP NRO 6 PROTEXIS PI;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 6 PROTEXIS PI MICRO;FAMILIA;DPM;15;1;GUANTES CIRUG EST. POLISOP NRO 6 PROTEXIS PI MICRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 6 PROTEXIS PI MICRO;FAMILIA;IPU;15;1;GUANTES CIRUG EST. POLISOP NRO 6 PROTEXIS PI MICRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 6.5 PROTEXIS PI;FAMILIA;DRO;15;1;GUANTES CIRUG EST. POLISOP NRO 6.5 PROTEXIS PI;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 6.5 PROTEXIS PI MICRO;FAMILIA;IPR;15;1;GUANTES CIRUG EST. POLISOP NRO 6.5 PROTEXIS PI MICRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 6.5 PROTEXIS PI MICRO;FAMILIA;IPU;15;1;GUANTES CIRUG EST. POLISOP NRO 6.5 PROTEXIS PI MICRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI;FAMILIA;DPM;15;1;GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI;FAMILIA;DRO;15;1;GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI MICRO;FAMILIA;DRO;15;1;GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI MICRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI MICRO;FAMILIA;IPU;15;1;GUANTES CIRUG EST. POLISOP NRO 7 PROTEXIS PI MICRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI;FAMILIA;DRO;15;1;GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI;FAMILIA;IPU;15;1;GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI MICRO;FAMILIA;DPM;15;1;GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI MICRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI MICRO;FAMILIA;DRO;15;1;GUANTES CIRUG EST. POLISOP NRO 7.5 PROTEXIS PI MICRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 8 PROTEXIS PI;FAMILIA;DPM;15;1;GUANTES CIRUG EST. POLISOP NRO 8 PROTEXIS PI;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES CIRUG EST. POLISOP NRO 8 PROTEXIS PI;FAMILIA;IPU;15;1;GUANTES CIRUG EST. POLISOP NRO 8 PROTEXIS PI;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°6;FAMILIA;IPR;4;1;GUANTES CIRUGIA ESTERIL N°6;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°6;FAMILIA;OES;4;1;GUANTES CIRUGIA ESTERIL N°6;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°6.5 PL;FAMILIA;OSP;4;5;GUANTES CIRUGIA ESTERIL N°6.5 PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°6.5 PL;FAMILIA;OSU;4;5;GUANTES CIRUGIA ESTERIL N°6.5 PL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°6.5 PL;FAMILIA;SAN;4;5;GUANTES CIRUGIA ESTERIL N°6.5 PL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7;FAMILIA;COM;4;1;GUANTES CIRUGIA ESTERIL N°7;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7;FAMILIA;DPM;4;1;GUANTES CIRUGIA ESTERIL N°7;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7;FAMILIA;OSP;4;1;GUANTES CIRUGIA ESTERIL N°7;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7;FAMILIA;OSU;4;1;GUANTES CIRUGIA ESTERIL N°7;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7 PL;FAMILIA;DPM;4;5;GUANTES CIRUGIA ESTERIL N°7   PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7 PL;FAMILIA;IPR;4;5;GUANTES CIRUGIA ESTERIL N°7   PL;SM4_DRO_DPM;NO ELEGIBLE;racha_zeros_final > 1;10;2;0,833333;2;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7 PL;FAMILIA;OSP;4;5;GUANTES CIRUGIA ESTERIL N°7   PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7 PL;FAMILIA;OSU;4;5;GUANTES CIRUGIA ESTERIL N°7   PL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7.5 PL;FAMILIA;COM;4;5;GUANTES CIRUGIA ESTERIL N°7.5 PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7.5 PL;FAMILIA;OSP;4;5;GUANTES CIRUGIA ESTERIL N°7.5 PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°7.5 PL;FAMILIA;OSU;4;5;GUANTES CIRUGIA ESTERIL N°7.5 PL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
