codigo_serie;nivel_agregacion;perfil;Neg;Subneg;Familia;submodelo;clasificacion_serie;motivo;pos_12;zero_12;pos_rate_12;racha_zeros_final;periodo_eval_ini;periodo_eval_fin;periodo_panel_max
SONDA FOLEY 2 VIAS SILICONA N°6;FAMILIA;IPU;4;1;SONDA FOLEY 2 VIAS SILICONA N°6;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°8;FAMILIA;IPU;4;1;SONDA FOLEY 2 VIAS SILICONA N°8;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 10;FAMILIA;DRO;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 10;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 10;FAMILIA;IPR;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 10;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 10;FAMILIA;OES;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 10;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 10;FAMILIA;OSU;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 10;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 14;FAMILIA;OSU;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 14;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 16;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 16;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 18;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 18;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 18;FAMILIA;OSP;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 18;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 20;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 20;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 20;FAMILIA;OES;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 20;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 20;FAMILIA;OSU;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 20;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 22;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 22;FAMILIA;IPU;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 22;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 22;FAMILIA;OES;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 22;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA Nº 24;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS SILICONA Nº 24;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°18;FAMILIA;DPM;4;5;SONDA FOLEY 3 VIAS N°18;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°18;FAMILIA;OES;4;5;SONDA FOLEY 3 VIAS N°18;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°20;FAMILIA;OES;4;5;SONDA FOLEY 3 VIAS N°20;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°22;FAMILIA;OES;4;5;SONDA FOLEY 3 VIAS N°22;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°24;FAMILIA;COM;4;5;SONDA FOLEY 3 VIAS N°24;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°24;FAMILIA;DRO;4;5;SONDA FOLEY 3 VIAS N°24;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°24;FAMILIA;IPU;4;5;SONDA FOLEY 3 VIAS N°24;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS N°24;FAMILIA;OES;4;5;SONDA FOLEY 3 VIAS N°24;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS SILICONA N°16;FAMILIA;IPU;4;1;SONDA FOLEY 3 VIAS SILICONA N°16;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS SILICONA Nº 16;FAMILIA;COM;4;5;SONDA FOLEY 3 VIAS SILICONA Nº 16;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS SILICONA Nº 16;FAMILIA;IPU;4;5;SONDA FOLEY 3 VIAS SILICONA Nº 16;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS SILICONA Nº 16;FAMILIA;OES;4;5;SONDA FOLEY 3 VIAS SILICONA Nº 16;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS SILICONA Nº 20;FAMILIA;IPU;4;5;SONDA FOLEY 3 VIAS SILICONA Nº 20;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
SONDA FOLEY 3 VIAS SILICONA Nº 24;FAMILIA;IPU;4;5;SONDA FOLEY 3 VIAS SILICONA Nº 24;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA FOLEY CON BALON HEMATURICA N°22;FAMILIA;COM;4;1;SONDA FOLEY CON BALON HEMATURICA N°22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA 4MM A 125 T/K9;FAMILIA;DRO;4;1;SONDA INTUB.GASTRICA 4MM A 125 T/K9;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA 4MM A 125 T/K9;FAMILIA;OSP;4;1;SONDA INTUB.GASTRICA 4MM A 125 T/K9;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA 4MM A 125 T/K9;FAMILIA;OSU;4;1;SONDA INTUB.GASTRICA 4MM A 125 T/K9;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA 5.3MM A 125 T/K10;FAMILIA;IPU;4;1;SONDA INTUB.GASTRICA 5.3MM A 125 T/K10;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA 6MM A 125 T/K11;FAMILIA;IPU;4;1;SONDA INTUB.GASTRICA 6MM A 125 T/K11;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 4MM N12 T/K9;FAMILIA;OES;4;1;SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 4MM N12 T/K9;FAMILIA;OSP;4;1;SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 4MM N12 T/K9;FAMILIA;SAN;4;1;SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10;FAMILIA;DPM;4;1;SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10;FAMILIA;SAN;4;1;SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 6MM N18 T/K11;FAMILIA;OES;4;1;SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 6MM N18 T/K11;FAMILIA;OSP;4;1;SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SONDA INTUB.GASTRICA LEVIN 6MM N18 T/K11;FAMILIA;SAN;4;1;SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA MALECOT PEZZER N°12;FAMILIA;IPR;4;1;SONDA MALECOT PEZZER N°12;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA MALECOT PEZZER N°16;FAMILIA;IPR;4;1;SONDA MALECOT PEZZER N°16;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
SONDA MALECOT PEZZER N°18;FAMILIA;DRO;4;1;SONDA MALECOT PEZZER N°18;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SONDA MALECOT PEZZER N°18;FAMILIA;IPR;4;1;SONDA MALECOT PEZZER N°18;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SONDA MALECOT PEZZER N°20;FAMILIA;IPR;4;1;SONDA MALECOT PEZZER N°20;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SONDA MALECOT PEZZER N°22;FAMILIA;IPR;4;1;SONDA MALECOT PEZZER N°22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 (V);FAMILIA;DRO;4;1;SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 (V);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 (V);FAMILIA;IPR;4;1;SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 (V);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 (V);FAMILIA;OES;4;1;SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 (V);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 SILICONA;FAMILIA;DRO;4;1;SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 SILICONA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA ADUL. T/K27;FAMILIA;COM;4;1;SONDA NASAL OXIGENO BIGOTERA ADUL. T/K27;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;FAMILIA;COM;4;1;SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;FAMILIA;DRO;4;1;SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;FAMILIA;IPR;4;1;SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;FAMILIA;IPU;4;1;SONDA NASAL OXIGENO BIGOTERA NEO. T/K27 SILICONA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA PED. T/K27;FAMILIA;COM;4;1;SONDA NASAL OXIGENO BIGOTERA PED. T/K27;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA PED. T/K27;FAMILIA;DRO;4;1;SONDA NASAL OXIGENO BIGOTERA PED. T/K27;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA PED. T/K27;FAMILIA;IPR;4;1;SONDA NASAL OXIGENO BIGOTERA PED. T/K27;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA PED. T/K27 SILICONA;FAMILIA;IPR;4;1;SONDA NASAL OXIGENO BIGOTERA PED. T/K27 SILICONA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA NASAL OXIGENO BIGOTERA PED. T/K27 SILICONA;FAMILIA;OES;4;1;SONDA NASAL OXIGENO BIGOTERA PED. T/K27 SILICONA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 10F 109CM 8884721088;FAMILIA;IPR;15;4;SONDA NASO PUR MANDRIL T/K108 10F 109CM 8884721088;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 10F 109CM 8884721088;FAMILIA;OES;15;4;SONDA NASO PUR MANDRIL T/K108 10F 109CM 8884721088;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 10F 120CM;FAMILIA;DRO;4;1;SONDA NASO PUR MANDRIL T/K108 10F 120CM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 10F 120CM;FAMILIA;IPR;4;1;SONDA NASO PUR MANDRIL T/K108 10F 120CM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 10F 120CM;FAMILIA;OES;4;1;SONDA NASO PUR MANDRIL T/K108 10F 120CM;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 12F 109CM 8884721252;FAMILIA;IPU;15;4;SONDA NASO PUR MANDRIL T/K108 12F 109CM 8884721252;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 12F 140CM 8884721255;FAMILIA;IPU;15;4;SONDA NASO PUR MANDRIL T/K108 12F 140CM 8884721255;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 6F 50CM 8884730741;FAMILIA;IPR;15;4;SONDA NASO PUR MANDRIL T/K108 6F 50CM 8884730741;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;FAMILIA;DRO;15;4;SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;FAMILIA;IPR;15;4;SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;FAMILIA;IPU;15;4;SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;FAMILIA;OES;15;4;SONDA NASO PUR MANDRIL T/K108 8F 109CM 8884720858;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 8F 90CM 8884720825;FAMILIA;DRO;15;4;SONDA NASO PUR MANDRIL T/K108 8F 90CM 8884720825;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA NASO PUR MANDRIL T/K108 8F 90CM 8884720825;FAMILIA;IPR;15;4;SONDA NASO PUR MANDRIL T/K108 8F 90CM 8884720825;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SONDA NASO PUR T/K108 10F 109CM ENFIT 8884721088E;FAMILIA;OSP;15;4;SONDA NASO PUR T/K108 10F 109CM ENFIT 8884721088E;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA NASO PUR T/K108 8F 109CM ENFIT 8884720858E;FAMILIA;DRO;15;9;SONDA NASO PUR T/K108   8F 109CM ENFIT 8884720858E;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
SONDA NASOGAST 6FR SILICONA 392-06 T/K33 [DISC];FAMILIA;OES;4;1;SONDA NASOGAST 6FR SILICONA 392-06 T/K33 [DISC];SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA NASOGAST PEDIAT 7FR SILICONA 392-07 T/K30 [DISC];FAMILIA;DPM;4;1;SONDA NASOGAST PEDIAT 7FR SILICONA 392-07 T/K30 [DISC];SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
SONDA NASOGAST PEDIAT 9FR SILICONA 392-09 T/K30 [DISC];FAMILIA;IPU;4;1;SONDA NASOGAST PEDIAT 9FR SILICONA 392-09 T/K30 [DISC];SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA NASOGAST PUR 8FR 109CM (8884720841);FAMILIA;IPR;15;4;SONDA NASOGAST PUR 8FR 109CM (8884720841);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8M T/K30 S-28;FAMILIA;COM;4;1;SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8M T/K30 S-28;FAMILIA;DPM;4;1;SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8MM A 110CM T/K30;FAMILIA;SAN;4;1;SONDA NASOGASTRICA ADULTO 2.8MM A 110CM T/K30;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8MM T/K30;FAMILIA;COM;4;1;SONDA NASOGASTRICA ADULTO   2.8MM T/K30;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8MM T/K30;FAMILIA;DPM;4;1;SONDA NASOGASTRICA ADULTO   2.8MM T/K30;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8MM T/K30;FAMILIA;OES;4;1;SONDA NASOGASTRICA ADULTO   2.8MM T/K30;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8MM T/K30;FAMILIA;OSU;4;1;SONDA NASOGASTRICA ADULTO   2.8MM T/K30;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
SONDA NASOGASTRICA ADULTO 2.8MM T/K30;FAMILIA;SAN;4;1;SONDA NASOGASTRICA ADULTO   2.8MM T/K30;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.0M T/K33 POLIURET;FAMILIA;IPU;4;1;SONDA NASOGASTRICA INFANTES 2.0M T/K33 POLIURET;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.0M T/K33 S-20;FAMILIA;OSU;4;1;SONDA NASOGASTRICA INFANTES 2.0M T/K33  S-20;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.3M T/K31;FAMILIA;COM;4;1;SONDA NASOGASTRICA INFANTES 2.3M T/K31;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.3M T/K31;FAMILIA;OES;4;1;SONDA NASOGASTRICA INFANTES 2.3M T/K31;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.3M T/K31;FAMILIA;OSP;4;1;SONDA NASOGASTRICA INFANTES 2.3M T/K31;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.3M T/K31;FAMILIA;OSU;4;1;SONDA NASOGASTRICA INFANTES 2.3M T/K31;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SONDA NASOGASTRICA INFANTES 2.3ML A 110CM T/31;FAMILIA;DRO;4;1;SONDA NASOGASTRICA INFANTES 2.3ML A 110CM T/31;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA NASOGASTRICA PREM. 1.4M T/K35;FAMILIA;COM;4;1;SONDA NASOGASTRICA PREM.    1.4M T/K35;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SONDA NASOGASTRICA PREM. 1.4M T/K35;FAMILIA;OSU;4;1;SONDA NASOGASTRICA PREM.    1.4M T/K35;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
SONDA NASOGASTRICA PREM. 1.4M T/K35;FAMILIA;SAN;4;1;SONDA NASOGASTRICA PREM.    1.4M T/K35;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
SONDA NASOGASTRICA PREM. 1.6MM T/K35;FAMILIA;OES;4;1;SONDA NASOGASTRICA PREM.    1.6MM T/K35;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
SONDA NASOGASTRICA PREM. 1.6MM T/K35;FAMILIA;SAN;4;1;SONDA NASOGASTRICA PREM.    1.6MM T/K35;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
SONDA NASOGASTRICA PREM. 2.0MM T/K33;FAMILIA;IPU;4;1;SONDA NASOGASTRICA PREM.    2.0MM T/K33;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
